reward,average reward,10 episode average reward,score,average score,10 episode average score
83,135.1897810218978,216.2,14,12.554744525547445,17.2
153,135.31884057971016,234.4,13,12.557971014492754,17.9
273,136.30935251798562,252.6,19,12.60431654676259,18.9
683,140.21428571428572,271.8,38,12.785714285714286,19.9
265,141.09929078014184,274.9,19,12.829787234042554,20.0
249,141.85915492957747,279.4,19,12.873239436619718,20.1
329,143.16783216783216,283.2,21,12.93006993006993,20.0
282,144.13194444444446,286.8,21,12.98611111111111,20.3
414,145.99310344827586,304.8,26,13.075862068965517,21.2
-73,144.4931506849315,265.8,5,13.020547945205479,19.5
433,146.45578231292518,300.8,26,13.108843537414966,20.7
214,146.91216216216216,306.9,17,13.135135135135135,21.1
44,146.2214765100671,284.0,10,13.114093959731544,20.2
255,146.94666666666666,241.2,20,13.16,18.4
